"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","SepWT_3 Area","SepWT_2 Area","SepWT_1 Area","SepDel_1 Area","SepDel_2 Area","SepDel_3 Area","SepComp_1 Area","SepComp_2 Area","SepComp_3 Area","Sample Profile (Ratio)","WT Area","Del Area","Comp Area","Group Profile (Ratio)","Avg. Mass","Description"
1396,true,"MMAR_3994|MMAR_3994|conserved",49.97,22.99,6,5,"Oxidation (M)",1647.6709,1582.1094,1723.2632,3311.29,2626.9353,2710.7324,1003.0014,912.522,915.2692,0.96:0.92:1.00:1.92:1.52:1.57:0.58:0.53:0.53,1651.0144,2882.9858,943.59753,1.00:1.75:0.57,30344,"hypothetical alanine-rich protein|275 AA"
2094,true,"MMAR_4221|MMAR_4221|tetronasin-transport",4.46,3.66,3,2,"",403.13596,156.3974,232.77022,466.94556,831.44714,909.31274,584.2487,50.958668,694.13824,1.73:0.67:1.00:2.01:3.57:3.91:2.51:0.22:2.98,264.1012,735.9018,443.1152,1.00:2.79:1.68,56752,"integral membrane protein ABC transporter |548 AA"
2032,true,"MMAR_1916|pptII|phosphopantetheinyl",14.35,10.13,2,2,"",165.71457,183.63947,647.0441,1248.1201,843.52734,878.74475,477.05188,421.07062,431.19266,0.26:0.28:1.00:1.93:1.30:1.36:0.74:0.65:0.67,332.13272,990.13074,443.10504,1.00:2.98:1.33,24646,"transferase, PptII|228 AA"
2096,true,"MMAR_1472|nuoL|NADH",21.63,3.16,2,2,"",186.81459,264.12027,204.96309,541.4749,477.93494,415.62152,152.87828,129.42711,268.71198,0.91:1.29:1.00:2.64:2.33:2.03:0.75:0.63:1.31,218.63264,478.34378,183.67245,1.00:2.19:0.84,66643,"dehydrogenase I (chain L) NuoL (NADH-ubiquinone oxidoreductase chain L)|634 AA"
31,true,"MMAR_0006|gyrA|DNA",51.05,59.83,53,46,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M)",20179.596,22183.549,21235.547,30458.56,24608.334,26630.863,10659.088,10799.649,10292.837,0.95:1.04:1.00:1.43:1.16:1.25:0.50:0.51:0.48,21199.562,27232.586,10583.858,1.00:1.28:0.50,92785,"gyrase (subunit A) GyrA|840 AA"
642,true,"MMAR_2777|fbpB|secreted",46.35,15.69,7,4,"Deamidation (NQ); Oxidation (M)",26525.398,26587.715,27728.787,16704.652,21837.408,19507.574,4532.1504,6341.704,6468.4414,0.96:0.96:1.00:0.60:0.79:0.70:0.16:0.23:0.23,26947.3,19349.879,5780.765,1.00:0.72:0.21,34429,"antigen 85-B FbpB |326 AA"
1258,true,"MMAR_1465|MMAR_1465|hypothetical",20.20,47.01,5,4,"Carbamidomethylation; Deamidation (NQ)",2392.0552,2066.7417,2142.4158,3075.562,4313.2856,3306.0986,2431.2234,1847.1536,2362.5483,1.12:0.96:1.00:1.44:2.01:1.54:1.13:0.86:1.10,2200.4043,3564.9822,2213.6418,1.00:1.62:1.01,14638,"protein|135 AA"
159,true,"MMAR_3278|wrbA|multimeric",14.77,60.40,17,16,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",68345.48,62946.305,61272.7,73257.98,28986.236,29134.162,27490.205,25426.11,25135.686,1.12:1.03:1.00:1.20:0.47:0.48:0.45:0.41:0.41,64188.156,43792.793,26017.334,1.00:0.68:0.41,27444,"flavodoxin WrbA |251 AA"
1748,true,"MMAR_5105|panC|pantoate--beta-alanine",21.72,10.48,5,3,"Deamidation (NQ)",1338.4895,1014.70233,1093.092,1680.4838,3183.9158,4633.4355,875.89655,725.11993,902.4215,1.22:0.93:1.00:1.54:2.91:4.24:0.80:0.66:0.83,1148.7612,3165.9453,859.3313,1.00:2.76:0.75,33318,"ligase PanC |316 AA"
1295,true,"MMAR_3032|MMAR_3032|conserved",34.26,25.38,5,5,"Oxidation (M)",2212.4968,2123.4358,2857.856,4791.2114,4486.841,3387.8604,1521.9045,1207.5905,1372.4867,0.77:0.74:1.00:1.68:1.57:1.19:0.53:0.42:0.48,2397.9297,4221.9707,1367.3271,1.00:1.76:0.57,27444,"hypothetical protein|261 AA"
1743,true,"MMAR_1671|phrI|DNA",42.62,8.72,4,3,"Oxidation (M)",2103.947,2340.2856,2057.1052,3060.4336,2113.0757,2705.6077,545.497,725.4343,714.55,1.02:1.14:1.00:1.49:1.03:1.32:0.27:0.35:0.35,2167.1128,2626.3723,661.82715,1.00:1.21:0.31,50145,"photolyase, PhrI|448 AA"
730,true,"MMAR_1194|MMAR_1194|conserved",58.68,18.65,12,11,"Carbamidomethylation; Deamidation (NQ)",2412.5017,2273.2356,2089.3862,3666.9438,3333.6416,3120.5176,708.8036,602.3463,560.9285,1.15:1.09:1.00:1.76:1.60:1.49:0.34:0.29:0.27,2258.3745,3373.7012,624.0261,1.00:1.49:0.28,81284,"hypothetical protein|773 AA"
1870,true,"MMAR_2734|MMAR_2734|conserved",28.34,4.12,2,2,"",52.55883,120.77761,66.69403,86.278595,116.03728,68.28523,318.10025,467.38904,340.53098,0.79:1.81:1.00:1.29:1.74:1.02:4.77:7.01:5.11,120.015236,133.56094,375.3401,1.00:1.11:3.13,52977,"hypothetical protein|486 AA"
2041,true,"MMAR_1708|cfp6|low",22.09,15.20,1,1,"",297.14105,580.8333,497.21176,979.43616,933.6953,1177.2676,505.03384,503.77054,435.33926,0.60:1.17:1.00:1.97:1.88:2.37:1.02:1.01:0.88,458.3954,1030.133,481.38123,1.00:2.25:1.05,13344,"molecular weight protein antigen 6, Cfp6|126 AA"
1930,true,"MMAR_4383|MMAR_4383|conserved",13.89,1.78,3,2,"",1220.9724,1285.8804,1469.255,716.7997,482.61322,1052.137,886.07764,762.8364,768.1191,0.83:0.88:1.00:0.49:0.33:0.72:0.60:0.52:0.52,1325.3693,750.5166,805.67773,1.00:0.57:0.61,71511,"transmembrane protein|675 AA"
1972,true,"MMAR_1665|MMAR_1665|conserved",64.45,19.64,3,3,"",3989.1929,3998.7651,4022.088,3990.6887,4087.023,3749.3022,1354.2644,1536.4773,1527.0721,0.99:0.99:1.00:0.99:1.02:0.93:0.34:0.38:0.38,4047.9875,3942.338,1472.6045,1.00:0.97:0.36,24139,"hypothetical membrane protein|225 AA"
798,true,"MMAR_4955|MMAR_4955|conserved",35.25,23.39,9,7,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",1328.3262,1410.2753,1562.4441,5302.01,3729.9124,3158.7722,1410.742,1376.147,1374.343,0.85:0.90:1.00:3.39:2.39:2.02:0.90:0.88:0.88,1433.6818,4063.5647,1387.0774,1.00:2.83:0.97,53546,"hypothetical protein|497 AA"
1185,true,"MMAR_4820|MMAR_4820|conserved",9.62,20.30,4,4,"Carbamidomethylation; Deamidation (NQ)",713.3708,903.2141,560.6841,767.59766,775.95404,843.8762,267.28885,509.34488,639.8258,1.27:1.61:1.00:1.37:1.38:1.51:0.48:0.91:1.14,725.75635,795.8093,472.15317,1.00:1.10:0.65,43915,"hypothetical protein|405 AA"
1327,true,"MMAR_3306|MMAR_3306|conserved",38.83,18.25,7,6,"Oxidation (M)",4098.774,4422.453,5021.1577,6056.4277,5637.529,6018.28,2262.4749,1650.5114,2321.7458,0.82:0.88:1.00:1.21:1.12:1.20:0.45:0.33:0.46,4514.128,5904.0786,2078.2441,1.00:1.31:0.46,39689,"hypothetical protein|379 AA"
1102,true,"MMAR_1706|lppZ|conserved",10.82,13.94,5,4,"Oxidation (M); Pyro-glu from E",1434.4984,893.08966,1214.2036,1834.1373,1079.1595,1345.676,845.51764,910.1172,843.6827,1.18:0.74:1.00:1.51:0.89:1.11:0.70:0.75:0.69,1180.5972,1419.6576,866.43915,1.00:1.20:0.73,38906,"lipoprotein LppZ|374 AA"
1775,true,"MMAR_3757|MMAR_3757|adenylate",47.29,6.95,4,4,"",1156.3813,998.6645,974.0336,1385.1587,1242.9576,978.8605,296.9956,332.42896,287.32117,1.19:1.03:1.00:1.42:1.28:1.00:0.30:0.34:0.29,1043.0265,1202.3256,324.99774,1.00:1.15:0.31,78581,"or guanylate cyclase|720 AA"
58,true,"MMAR_1894|infB|translation",70.15,46.67,39,36,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",32850.223,32086.625,32917.75,47171.54,48064.703,47721.137,17851.088,19548.176,17770.297,1.00:0.97:1.00:1.43:1.46:1.45:0.54:0.59:0.54,32618.201,47652.46,18389.854,1.00:1.46:0.56,98129,"initiation factor IF-2 InfB|948 AA"
2211,true,"MMAR_4469|arsC|arsenate",23.40,14.75,1,1,"",165.07364,178.84016,183.73831,223.53117,379.48953,341.5913,148.32149,148.49132,115.165794,0.90:0.97:1.00:1.22:2.07:1.86:0.81:0.81:0.63,175.88403,314.87067,137.3262,1.00:1.79:0.78,13548,"reductase|123 AA"
762,true,"MMAR_1785|smc|chromosome",52.32,8.92,9,8,"Deamidation (NQ)",2604.452,2834.2754,3003.7603,3265.239,3445.574,3203.0994,1135.1289,907.64655,896.20416,0.87:0.94:1.00:1.09:1.15:1.07:0.38:0.30:0.30,2814.1624,3304.6375,979.6599,1.00:1.17:0.35,130595,"partition protein Smc|1201 AA"
1473,true,"MMAR_3748|MMAR_3748|conserved",51.77,30.23,5,4,"Oxidation (M); Pyro-glu from Q",2880.7524,2812.9385,2979.9897,5784.3994,5160.0137,4714.0786,1524.8247,1333.1055,1639.8611,0.97:0.94:1.00:1.94:1.73:1.58:0.51:0.45:0.55,2891.2268,5219.497,1499.2638,1.00:1.81:0.52,14077,"hypothetical protein|130 AA"
2103,true,"MMAR_2281|MMAR_2281|transcriptional",7.33,5.88,1,1,"",328.7754,398.96338,268.8805,268.3817,269.42514,153.77614,286.79898,258.11288,300.3257,1.22:1.48:1.00:1.00:1.00:0.57:1.07:0.96:1.12,332.20642,230.52766,281.74585,1.00:0.69:0.85,21404,"regulatory protein|188 AA"
338,true,"MMAR_0156|fadE2_1|acyl-CoA",42.67,34.40,14,12,"Deamidation (NQ); Oxidation (M); Pyro-glu from Q",4772.1064,4863.974,5794.8223,5438.3066,4689.711,5339.642,1248.6954,998.224,1622.8718,0.82:0.84:1.00:0.94:0.81:0.92:0.22:0.17:0.28,5143.6343,5155.886,1289.9304,1.00:1.00:0.25,45177,"dehydrogenase FadE2_1|408 AA"
547,true,"MMAR_4869|sseC2|sulphur",49.16,90.00,11,10,"Deamidation (NQ); Pyro-glu from Q",85756.8,90319.57,78318.68,109666.94,101142.08,104073.016,47305.312,48563.625,41929.086,1.09:1.15:1.00:1.40:1.29:1.33:0.60:0.62:0.54,84798.35,104960.68,45932.67,1.00:1.24:0.54,10364,"metabolism protein, SseC2|101 AA"
225,true,"MMAR_3849|accD1|acetyl-/propionyl-CoA",56.33,44.30,24,22,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",6338.7324,6234.9956,6044.356,8085.792,8401.345,8289.67,2950.3018,3257.0322,3539.2642,1.05:1.03:1.00:1.34:1.39:1.37:0.49:0.54:0.59,6206.028,8258.936,3248.8662,1.00:1.33:0.52,56432,"carboxylase (beta subunit) AccD1|527 AA"
562,true,"MMAR_4873|pabC|amino",24.59,42.91,11,11,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",22965.164,24664.217,24274.062,19211.111,19321.227,19160.602,3191.8403,10208.088,4430.5063,0.95:1.02:1.00:0.79:0.80:0.79:0.13:0.42:0.18,23967.814,19230.979,5943.478,1.00:0.80:0.25,31392,"acid aminotransferase, PabC|297 AA"
2222,true,"MMAR_1204|cdd|cytidine",3.38,20.45,2,2,"",753.07526,589.5335,440.6766,617.1187,675.8058,751.4057,318.6242,650.9942,604.3275,1.71:1.34:1.00:1.40:1.53:1.71:0.72:1.48:1.37,594.42847,681.44336,524.6487,1.00:1.15:0.88,13809,"deaminase Cdd|133 AA"
401,true,"MMAR_2846|MMAR_2846|alpha-L-fucosidase|490",48.41,35.58,13,12,"Deamidation (NQ); Oxidation (M)",2508.4207,3102.898,3254.3735,5832.2495,5567.687,5398.4146,1693.1824,1389.6146,1583.4438,0.77:0.95:1.00:1.79:1.71:1.66:0.52:0.43:0.49,2955.2307,5599.45,1555.4137,1.00:1.89:0.53,55473,"AA"
1184,true,"MMAR_3045|cobH|precorrin-8x",61.93,42.31,8,7,"",2599.3726,2464.7896,2427.3357,2907.9937,2909.1445,2544.938,1006.02216,1032.3556,1052.5085,1.07:1.02:1.00:1.20:1.20:1.05:0.41:0.43:0.43,2497.166,2787.3586,1030.2954,1.00:1.12:0.41,21488,"methylmutase, CobH|209 AA"
2627,true,"MMAR_0912|hspX|peptidase",49.99,5.59,1,1,"",607.34875,554.2234,541.9045,1043.1749,979.27606,1085.5024,88.12638,150.72354,128.14536,1.12:1.02:1.00:1.93:1.81:2.00:0.16:0.28:0.24,567.82556,1035.9845,122.33176,1.00:1.82:0.22,30880,"heat shock protein X, HspX|287 AA"
1342,true,"MMAR_4145|lprC|lipoprotein",46.47,30.21,4,4,"Carbamidomethylation",2202.7756,2542.948,2627.4263,5715.0195,4626.1885,4238.0996,1317.7747,1440.7816,1319.0216,0.84:0.97:1.00:2.18:1.76:1.61:0.50:0.55:0.50,2457.7166,4859.7695,1359.1926,1.00:1.98:0.55,20176,"LprC|193 AA"
1574,true,"MMAR_4237|MMAR_4237|conserved",1.59,29.52,4,4,"",597.7813,935.2662,528.8208,774.26294,566.16656,848.2486,593.45184,685.0905,569.08356,1.13:1.77:1.00:1.46:1.07:1.60:1.12:1.30:1.08,687.2894,729.5594,633.7108,1.00:1.06:0.92,18642,"hypothetical regulatory protein|167 AA"
986,true,"MMAR_0726|lpqL|lipoprotein",35.93,17.89,8,8,"Deamidation (NQ); Oxidation (M)",1429.383,1111.4146,1754.0118,2847.7808,3242.7212,3037.8665,965.4114,726.2793,659.93225,0.81:0.63:1.00:1.62:1.85:1.73:0.55:0.41:0.38,1431.6031,3042.7896,783.87427,1.00:2.13:0.55,52919,"aminopeptidase LpqL|504 AA"
1847,true,"MMAR_5281|MMAR_5281|short",14.91,4.28,2,1,"",98.55551,127.20993,123.15968,152.01056,174.58018,96.856445,58.9471,0.0,0.0,0.80:1.03:1.00:1.23:1.42:0.79:0.48:0.00:0.00,116.30837,141.14906,58.9471,1.00:1.21:0.51,26848,"chain dehydrogenase|258 AA"
760,true,"MMAR_3094|MMAR_3094|RNA",54.10,39.64,9,9,"",3980.599,4431.805,4249.235,5470.6523,5138.058,4617.0864,1404.0333,1654.3765,1358.0994,0.94:1.04:1.00:1.29:1.21:1.09:0.33:0.39:0.32,4220.5464,5075.2656,1472.1697,1.00:1.20:0.35,30380,"methyltransferase|281 AA"
1607,true,"MMAR_4173|MMAR_4173|adenylate",34.48,5.60,3,2,"",548.3727,876.87573,790.3564,1044.3843,1069.7097,1173.2886,361.3109,267.3045,241.89195,0.69:1.11:1.00:1.32:1.35:1.48:0.46:0.34:0.31,738.5349,1095.7942,290.16913,1.00:1.48:0.39,41961,"cyclase|394 AA"
394,true,"MMAR_3856|MMAR_3856|short-chain",57.01,63.43,18,16,"Deamidation (NQ); Oxidation (M)",7988.167,8435.582,9555.315,19721.574,20821.32,19176.861,3997.199,4888.336,4658.8394,0.84:0.88:1.00:2.06:2.18:2.01:0.42:0.51:0.49,8659.688,19906.586,4514.7915,1.00:2.30:0.52,27946,"type dehydrogenase/reductase|269 AA"
807,true,"MMAR_5326|hisC2|histidinol-phosphate",51.40,40.44,12,11,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",4842.368,4656.954,4984.589,5277.8315,5365.78,5196.1377,1596.9508,1947.904,1441.8892,0.97:0.93:1.00:1.06:1.08:1.04:0.32:0.39:0.29,4827.97,5279.9165,1662.2479,1.00:1.09:0.34,38491,"aminotransferase HisC2|362 AA"
1769,true,"MMAR_0644|MMAR_0644|monooxygenase|394",19.01,10.43,3,3,"",416.9395,667.1702,475.41003,1303.1161,1040.9855,670.209,436.37268,421.59045,396.72745,0.88:1.40:1.00:2.74:2.19:1.41:0.92:0.89:0.83,519.8399,1004.7702,418.23022,1.00:1.93:0.80,43999,"AA"
37,true,"MMAR_4087|atpD|ATP",25.07,68.53,35,30,"Acetylation (Protein N-term); Deamidation (NQ); Oxidation (M)",102911.484,111506.75,113601.984,153011.42,147944.75,93017.625,59247.414,60947.484,61157.75,0.91:0.98:1.00:1.35:1.30:0.82:0.52:0.54:0.54,109340.07,131324.6,60450.883,1.00:1.20:0.55,52687,"synthase beta chain AtpD|484 AA"
2142,true,"MMAR_4063|cfp10A|9.5",13.60,20.00,1,1,"",51.983246,268.5468,255.85359,933.3718,704.8288,503.51602,406.84595,430.66904,449.4224,0.20:1.05:1.00:3.65:2.75:1.97:1.59:1.68:1.76,192.12788,713.9055,428.97913,1.00:3.72:2.23,9402,"kDa culture filtrate antigen Cfp10A|91 AA"
2065,true,"MMAR_1168|MMAR_1168|conserved",24.47,11.00,2,2,"",905.62585,713.79346,747.695,1584.1923,1663.7655,1657.1677,453.50116,803.50336,358.0456,1.21:0.95:1.00:2.12:2.23:2.22:0.61:1.07:0.48,789.0381,1635.0417,538.35004,1.00:2.07:0.68,21650,"hypothetical GTP/ATP-binding protein|201 AA"
1072,true,"MMAR_0499|lpqI|conserved",0.50,33.25,8,8,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",1120.413,2007.0536,2377.8489,1269.1885,1635.5095,1788.0983,1972.7974,1924.2112,1099.148,0.47:0.84:1.00:0.53:0.69:0.75:0.83:0.81:0.46,1835.1051,1564.2655,1665.3855,1.00:0.85:0.91,40715,"lipoprotein LpqI|398 AA"
47,true,"MMAR_2344|pks5_1|polyketide",0.03,2.98,39,5,"Acetylation (Protein N-term); Deamidation (NQ)",6054.0527,2027.7412,3604.2002,1909.1514,6182.5776,3755.944,3083.678,2954.609,4307.2046,1.68:0.56:1.00:0.53:1.72:1.04:0.86:0.82:1.20,3895.3313,3949.2246,3448.497,1.00:1.01:0.89,222221,"synthase, Pks5_1|2085 AA"
778,true,"MMAR_2002|ideR|iron-dependent",62.74,56.52,10,9,"Deamidation (NQ); Oxidation (M)",4765.627,5631.2886,5472.9316,11817.096,10767.127,11060.213,2848.8315,2840.1755,3004.1555,0.87:1.03:1.00:2.16:1.97:2.02:0.52:0.52:0.55,5289.949,11214.8125,2897.721,1.00:2.12:0.55,25289,"repressor and activator IdeR|231 AA"
2497,true,"MMAR_4615|MMAR_4615|conserved",10.44,5.73,1,1,"",391.80725,184.637,118.98354,505.42938,315.8771,464.39117,198.35956,202.22324,206.84415,3.29:1.55:1.00:4.25:2.65:3.90:1.67:1.70:1.74,231.80927,428.5659,202.47565,1.00:1.85:0.87,17631,"hypothetical protein|158 AA"
443,true,"MMAR_4614|MMAR_4614|dioxygenase|507",3.36,41.90,16,16,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",18004.988,15724.605,3265.4114,2187.8193,4317.138,10305.749,3766.406,3168.872,9111.252,5.51:4.82:1.00:0.67:1.32:3.16:1.15:0.97:2.79,12331.668,5603.569,5370.024,1.00:0.45:0.44,57199,"AA"
498,true,"MMAR_4891|pepC|aminopeptidase",41.89,50.70,17,16,"Carbamidomethylation; Oxidation (M)",7976.4116,9355.624,8763.47,18409.879,15977.104,11917.402,3713.528,3648.7444,4139.1255,0.91:1.07:1.00:2.10:1.82:1.36:0.42:0.42:0.47,8698.502,15434.795,3833.7993,1.00:1.77:0.44,45629,"PepC|431 AA"
2304,true,"MMAR_3035|MMAR_3035|conserved",82.75,10.62,2,2,"",125.15719,142.30487,146.22101,159.68565,224.48314,225.0564,0.0,0.0,0.0,0.86:0.97:1.00:1.09:1.54:1.54:0.00:0.00:0.00,137.89435,203.07507,0.0,1.00:1.47:0.00,32167,"hypothetical membrane protein|293 AA"
2001,true,"MMAR_4170|MMAR_4170|conserved",18.00,4.18,2,2,"",273.0134,233.6959,241.46793,324.20453,544.376,381.49695,253.48132,235.15074,262.7168,1.13:0.97:1.00:1.34:2.25:1.58:1.05:0.97:1.09,249.39241,416.69247,250.44962,1.00:1.67:1.00,85310,"transmembrane ATP-binding protein ABC transporter|791 AA"
1666,true,"MMAR_2694|MMAR_2694|conserved",12.09,14.58,4,4,"Oxidation (M)",997.1591,1501.1442,1413.057,1623.2858,1163.1295,1068.0687,1030.2046,632.06226,710.5757,0.71:1.06:1.00:1.15:0.82:0.76:0.73:0.45:0.50,1303.7867,1284.828,790.9475,1.00:0.99:0.61,50332,"hypothetical flavoprotein|481 AA"
2109,true,"#CONTAM#cont|000101|",32.63,13.45,2,2,"Carbamidomethylation",1389.8789,1112.4086,1545.9996,1370.0396,1416.8933,976.52277,516.8949,530.6969,536.41833,0.90:0.72:1.00:0.89:0.92:0.63:0.33:0.34:0.35,1349.4291,1254.4851,528.00336,1.00:0.93:0.39,23291,"gi|2392548|pdb|1TAW|A Chain A, Bovine Trypsin Complexed To Appi [Bos taurus (contaminant)]"
153,true,"MMAR_4390|cbs|cystathionine",48.78,68.75,28,25,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",24694.355,26727.328,29107.932,41209.37,33522.887,36942.023,13978.915,14127.594,14275.204,0.85:0.92:1.00:1.42:1.15:1.27:0.48:0.49:0.49,26843.205,37224.76,14127.238,1.00:1.39:0.53,48612,"beta-synthase Cbs|465 AA"
1714,true,"MMAR_1190|nagA|n-acetylglucosamine-6-phosphate",6.63,4.90,2,1,"Carbamidomethylation; Oxidation (M)",157.38501,102.43012,355.45758,282.79178,167.72144,329.23572,134.50096,129.60721,114.547874,0.44:0.29:1.00:0.80:0.47:0.93:0.38:0.36:0.32,205.09091,259.91632,126.21868,1.00:1.27:0.62,39360,"deacetylase NagA|389 AA"
2258,true,"MMAR_1871|hypB|nickel",1.24,4.71,1,1,"Oxidation (M)",82.463806,361.1062,353.636,356.00272,184.0566,72.004395,237.29631,155.94716,543.54205,0.23:1.02:1.00:1.01:0.52:0.20:0.67:0.44:1.54,265.73532,204.02124,312.26184,1.00:0.77:1.18,27852,"cation-binding GTPase, HypB|256 AA"
1547,true,"MMAR_0120|MMAR_0120|conserved",57.82,17.32,6,5,"",303.75662,300.62433,353.86057,1824.6156,1922.6941,2049.5454,220.8601,199.8351,148.95319,0.86:0.85:1.00:5.16:5.43:5.79:0.62:0.56:0.42,319.41382,1932.285,223.75793,1.00:6.05:0.70,49270,"hypothetical protein|463 AA"
1576,true,"MMAR_2320|wecE|pyridoxal",20.85,12.30,3,3,"Oxidation (M)",963.43787,901.11444,1337.0223,2191.1226,1602.311,1375.8752,457.83972,854.7689,556.3784,0.72:0.67:1.00:1.64:1.20:1.03:0.34:0.64:0.42,1067.1915,1723.1029,622.9957,1.00:1.61:0.58,42545,"phosphate-dependent enzyme, WecE |383 AA"
1394,true,"MMAR_1575|MMAR_1575|conserved",31.86,22.55,5,5,"Oxidation (M)",6315.002,8371.611,6521.839,7518.715,6911.341,7898.743,4222.8965,3658.706,4075.0752,0.97:1.28:1.00:1.15:1.06:1.21:0.65:0.56:0.62,7069.484,7442.933,3985.559,1.00:1.05:0.56,29607,"oxidoreductase|276 AA"
970,true,"MMAR_2405|cphB|cyanophycinase",27.26,17.71,10,10,"Carbamidomethylation; Oxidation (M)",2494.7397,3059.5337,3076.524,3135.825,2957.1873,3165.0327,707.6926,1490.9803,718.1512,0.81:0.99:1.00:1.02:0.96:1.03:0.23:0.48:0.23,2876.9326,3086.015,972.2747,1.00:1.07:0.34,77024,"CphB |735 AA"
2377,true,"MMAR_0177|mce6A|MCE-family",24.91,2.42,1,1,"Deamidation (NQ)",320.26157,284.55643,277.72836,611.54333,739.1211,561.1846,103.20201,56.073505,198.17162,1.15:1.02:1.00:2.20:2.66:2.02:0.37:0.20:0.71,294.18213,637.283,119.14905,1.00:2.17:0.41,52263,"protein Mce6A|497 AA"
272,true,"MMAR_4648|serC|phosphoserine",48.75,50.53,21,19,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",63236.688,63010.78,62004.746,97849.47,87616.64,69360.16,22715.66,23828.17,21039.043,1.02:1.02:1.00:1.58:1.41:1.12:0.37:0.38:0.34,62750.74,84942.086,22527.625,1.00:1.35:0.36,39957,"aminotransferase SerC|377 AA"
2278,true,"MMAR_0831|cmaA2|cyclopropane-fatty-acyl-phospholipid",2.48,4.29,2,1,"",247.52042,93.86098,123.824356,320.1052,249.60532,115.35251,191.56378,179.12247,160.85786,2.00:0.76:1.00:2.59:2.02:0.93:1.55:1.45:1.30,155.06859,228.35434,177.18137,1.00:1.47:1.14,34949,"synthase 2 CmaA2|304 AA"
350,true,"MMAR_1826|pyrH|uridylate",51.93,49.06,9,8,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",10290.866,10372.574,11793.269,10253.023,8685.298,7794.8633,3056.7148,2810.726,3066.1816,0.87:0.88:1.00:0.87:0.74:0.66:0.26:0.24:0.26,10818.902,8911.062,2977.8743,1.00:0.82:0.28,27787,"kinase PyrH|266 AA"
1583,true,"MMAR_5479|MMAR_5479|N-acetylmuramoyl-L-alanine",29.73,15.52,4,4,"Oxidation (M)",366.36804,368.0967,546.13367,1060.593,962.51953,1179.6245,438.73544,388.75443,542.2275,0.67:0.67:1.00:1.94:1.76:2.16:0.80:0.71:0.99,426.86615,1067.579,456.57245,1.00:2.50:1.07,44071,"amidase w/ peptidoglycan-binding domain|407 AA"
803,true,"MMAR_2627|MMAR_2627|oxidoreductase",7.84,22.74,9,8,"Oxidation (M)",2541.2402,910.2685,1468.2094,2490.2942,2323.9858,2475.28,1308.551,1129.9934,1842.5387,1.73:0.62:1.00:1.70:1.58:1.69:0.89:0.77:1.25,1639.9061,2429.8533,1427.0277,1.00:1.48:0.87,44607,"|410 AA"
2451,true,"MMAR_3156|MMAR_3156|transcriptional",12.94,3.27,1,1,"",241.3609,69.99277,46.206364,329.0965,330.29428,364.89517,158.07533,159.57556,195.99623,5.22:1.51:1.00:7.12:7.15:7.90:3.42:3.45:4.24,119.186676,341.42865,171.21571,1.00:2.86:1.44,37584,"regulatory protein (probably AraC/XylS-family)|337 AA"
2373,true,"MMAR_0222|MMAR_0222|transcriptional",33.49,10.15,3,2,"",276.97223,401.74475,331.42834,680.96466,686.5638,764.3933,373.34296,364.7086,397.95758,0.84:1.21:1.00:2.05:2.07:2.31:1.13:1.10:1.20,336.7151,710.64056,378.66968,1.00:2.11:1.12,21026,"regulatory protein (probably TetR-family)|198 AA"
325,true,"MMAR_0357|MMAR_0357|O-Methyltransferase|314",49.00,57.51,17,15,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",5870.6943,6927.7695,6555.9253,7662.419,8278.213,7551.3423,3368.876,3343.2969,3707.956,0.90:1.06:1.00:1.17:1.26:1.15:0.51:0.51:0.57,6451.4634,7830.658,3473.3762,1.00:1.21:0.54,34884,"AA"
244,true,"MMAR_5065|MMAR_5065|acyl-CoA",78.10,46.45,18,17,"Deamidation (NQ); Oxidation (M); Pyro-glu from Q",30665.295,31860.703,33275.652,27670.566,27875.61,27972.682,12632.52,12896.794,12626.179,0.92:0.96:1.00:0.83:0.84:0.84:0.38:0.39:0.38,31933.883,27839.62,12718.498,1.00:0.87:0.40,43188,"dehydrogenase|395 AA"
1275,true,"MMAR_0350|MMAR_0350|conserved",41.78,53.17,6,6,"Carbamidomethylation; Deamidation (NQ)",10253.667,12082.385,12036.414,14979.804,12271.283,12290.891,4538.4795,4538.7295,3381.5718,0.85:1.00:1.00:1.24:1.02:1.02:0.38:0.38:0.28,11457.489,13180.658,4152.927,1.00:1.15:0.36,13623,"protein|127 AA"
