"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","NovWT_1 Area","NovWT_2 Area","NovWT_3 Area","NovDel_1 Area","NovDel_2 Area","NovDel_3 Area","NovComp_3 Area","NovComp_1 Area","NovComp_2 Area","Sample Profile (Ratio)","WT Area","Del Area","Comp Area","Group Profile (Ratio)","Avg. Mass","Description"
2842,true,"MMAR_0634|kdpD|two",35.55,2.50,1,1,"Deamidation (NQ); Pyro-glu from Q",904.18335,1194.2753,1122.7045,233.47604,195.4072,132.08435,76.398834,159.1907,65.019684,1.00:1.32:1.24:0.26:0.22:0.15:0.08:0.18:0.07,1073.7211,186.9892,100.20307,1.00:0.17:0.09,89903,"component system response phosphate sensor kinase, KdpD|840 AA"
1050,true,"MMAR_2045|ribD|bifunctional",14.25,50.77,13,10,"Deamidation (NQ); Oxidation (M); Pyro-glu from Q",20484.111,22914.475,22667.121,23900.832,20239.258,14517.219,510.55444,11218.018,1994.7498,1.00:1.12:1.11:1.17:0.99:0.71:0.02:0.55:0.10,22021.902,19552.438,4626.4185,1.00:0.89:0.21,27664,"enzyme riboflavin biosynthesis protein RibD|261 AA"
2040,true,"MMAR_2656|PE_PGRS50|PE-PGRS",2.30,1.46,3,2,"Deamidation (NQ)",77.93146,760.7544,693.856,734.83777,720.59174,599.5572,98.000694,1727.2166,69.50434,1.00:9.76:8.90:9.43:9.25:7.69:1.26:22.16:0.89,510.8473,684.99554,631.57385,1.00:1.34:1.24,171143,"family protein|2119 AA"
220,true,"MMAR_4135|MMAR_4135|carbonic",62.85,76.69,28,15,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",278325.5,184418.53,245501.06,156028.1,164154.53,153736.61,15933.021,13828.832,16080.386,1.00:0.66:0.88:0.56:0.59:0.55:0.06:0.05:0.06,236081.69,157973.08,15280.746,1.00:0.67:0.06,17793,"anhydrase|164 AA"
1716,true,"MMAR_2232|lipO|esterase",30.12,20.61,5,5,"Deamidation (NQ)",8268.133,6932.786,4678.1167,11715.12,10892.277,10748.133,2593.4407,1478.5985,2918.0964,1.00:0.84:0.57:1.42:1.32:1.30:0.31:0.18:0.35,6626.345,11118.511,2330.0452,1.00:1.68:0.35,47322,"LipO|428 AA"
2330,true,"MMAR_4297|MMAR_4297|conserved",36.02,11.29,1,1,"",1073.0029,1089.6261,1129.7292,265.45193,212.27782,95.28941,67.497185,97.15735,50.363087,1.00:1.02:1.05:0.25:0.20:0.09:0.06:0.09:0.05,1097.4528,191.0064,71.67254,1.00:0.17:0.07,6881,"hypothetical protein|63 AA"
2836,true,"MMAR_2260|MMAR_2260|conserved",13.69,8.45,1,1,"",913.4087,708.3881,714.12146,496.09338,308.92264,394.13065,421.67126,207.23718,497.84393,1.00:0.78:0.78:0.54:0.34:0.43:0.46:0.23:0.55,778.6394,399.71555,375.58414,1.00:0.51:0.48,30803,"hypothetical protein|285 AA"
97,true,"MMAR_1704|gatB|glutamyl-tRNA(Gln)",20.12,83.07,52,36,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",49645.02,56124.93,58393.273,56737.992,50375.78,55253.617,23021.127,8668.978,25202.908,1.00:1.13:1.18:1.14:1.01:1.11:0.46:0.17:0.51,54721.08,54122.46,18964.338,1.00:0.99:0.35,54239,"amidotransferase (subunit B) GatB|503 AA"
767,true,"MMAR_4450|MMAR_4450|hypothetical",1.47,44.33,12,10,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",8297.108,7648.1143,9309.211,5431.08,8727.491,8499.405,7182.8027,10291.92,7534.6934,1.00:0.92:1.12:0.65:1.05:1.02:0.87:1.24:0.91,8418.145,7552.6587,8336.472,1.00:0.90:0.99,34605,"protein|301 AA"
3440,true,"MMAR_1999|MMAR_1999|conserved",4.75,2.91,2,1,"",366.9953,455.05756,518.9622,711.6757,456.4524,621.30646,807.2863,956.28094,391.37283,1.00:1.24:1.41:1.94:1.24:1.69:2.20:2.61:1.07,447.00504,596.4782,718.31335,1.00:1.33:1.61,27649,"hypothetical secreted protein|276 AA"
2929,true,"MMAR_2169|MMAR_2169|conserved",2.76,6.77,3,1,"",665.11005,560.57465,557.63367,910.81635,849.9121,422.0993,635.1493,707.018,1145.9293,1.00:0.84:0.84:1.37:1.28:0.63:0.95:1.06:1.72,594.43945,727.60925,829.36554,1.00:1.22:1.40,14300,"hypothetical protein|134 AA"
792,true,"MMAR_3240|qcrB|ubiquinol-cytochrome",22.38,17.65,11,9,"Deamidation (NQ); Pyro-glu from Q",33877.684,55340.035,60397.758,73798.16,64661.37,71177.9,33058.96,27055.686,31690.148,1.00:1.63:1.78:2.18:1.91:2.10:0.98:0.80:0.94,49871.824,69879.14,30601.6,1.00:1.40:0.61,62188,"C reductase QcrB|562 AA"
1966,false,"MMAR_0455|fadE3_2|acyl-CoA",6.71,11.03,4,3,"Deamidation (NQ)",3640.5315,3949.3845,3743.552,2878.282,2152.6216,2837.5288,4693.4287,736.70447,765.40515,1.00:1.08:1.03:0.79:0.59:0.78:1.29:0.20:0.21,3777.8225,2622.811,2065.1794,1.00:0.69:0.55,42069,"dehydrogenase FadE3_2|391 AA"
2636,true,"MMAR_1321|MMAR_1321|conserved",3.99,11.92,5,2,"Carbamidomethylation; Deamidation (NQ)",112.93842,223.985,72.18964,310.7956,207.71149,40.46659,746.86066,94.64533,610.9072,1.00:1.98:0.64:2.75:1.84:0.36:6.61:0.84:5.41,136.37102,186.32455,484.13773,1.00:1.37:3.55,28010,"hypothetical protein|261 AA"
1518,true,"MMAR_3994|MMAR_3994|conserved",62.51,28.83,7,5,"Deamidation (NQ); Oxidation (M)",11460.487,10531.716,10358.725,4782.149,4181.112,5466.569,1338.2965,1537.7529,1420.1377,1.00:0.92:0.90:0.42:0.36:0.48:0.12:0.13:0.12,10801.27,4809.9434,1458.2852,1.00:0.45:0.14,30344,"hypothetical alanine-rich protein|275 AA"
2263,true,"MMAR_4221|MMAR_4221|tetronasin-transport",7.51,4.57,4,2,"Deamidation (NQ); Oxidation (M)",123.09995,137.08545,214.86212,532.1219,147.07936,457.52704,799.9425,551.9939,191.20268,1.00:1.11:1.75:4.32:1.19:3.72:6.50:4.48:1.55,158.34918,378.90942,514.3797,1.00:2.39:3.25,56752,"integral membrane protein ABC transporter |548 AA"
2607,true,"MMAR_5254|MMAR_5254|membrane-anchored",5.56,2.94,2,2,"",666.7359,832.7971,476.5319,1158.3846,760.784,1414.4963,269.31982,141.96657,1385.9934,1.00:1.25:0.71:1.74:1.14:2.12:0.40:0.21:2.08,658.6883,1111.2217,599.09326,1.00:1.69:0.91,113494,"adenylyl cyclase|1057 AA"
2485,true,"MMAR_1916|pptII|phosphopantetheinyl",13.17,14.98,2,2,"",1434.913,1464.8827,1611.101,1974.3025,2173.03,1968.9275,946.7849,268.9558,1084.5974,1.00:1.02:1.12:1.38:1.51:1.37:0.66:0.19:0.76,1503.6322,2038.7533,766.77936,1.00:1.36:0.51,24646,"transferase, PptII|228 AA"
2081,true,"MMAR_1472|nuoL|NADH",5.51,6.00,6,4,"Deamidation (NQ)",1055.1328,994.2149,7357.1445,1694.6509,844.1247,1323.6653,6205.0796,1560.833,7642.1606,1.00:0.94:6.97:1.61:0.80:1.25:5.88:1.48:7.24,3135.4973,1287.4802,5136.0244,1.00:0.41:1.64,66643,"dehydrogenase I (chain L) NuoL (NADH-ubiquinone oxidoreductase chain L)|634 AA"
3418,true,"MMAR_2667|MMAR_2667|ferredoxin|65",17.06,25.00,1,1,"Carbamidomethylation",218.58092,342.93268,245.85616,221.58563,259.859,124.5364,0.0,65.22977,0.0,1.00:1.57:1.12:1.01:1.19:0.57:0.00:0.30:0.00,269.12326,201.99368,65.22977,1.00:0.75:0.24,7133,"AA"
3085,true,"MMAR_3026|MMAR_3026|conserved",73.31,42.11,1,1,"",3028.9954,3412.581,3488.1602,750.10004,558.74835,699.9024,74.96752,87.32007,86.91997,1.00:1.13:1.15:0.25:0.18:0.23:0.02:0.03:0.03,3309.912,669.5836,83.06918,1.00:0.20:0.03,7931,"hypothetical protein|77 AA"
2827,true,"MMAR_2733|omt|O-methyltransferase",10.85,2.53,2,1,"",1165.6283,1306.4248,1203.8427,765.2661,1049.6311,857.123,1090.1082,964.45734,718.7531,1.00:1.12:1.03:0.66:0.90:0.74:0.94:0.83:0.62,1225.2986,890.6734,924.4395,1.00:0.73:0.75,30963,"Omt|278 AA"
38,true,"MMAR_0006|gyrA|DNA",45.94,59.71,88,52,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",42520.832,50697.484,49040.51,67787.87,63772.75,68055.3,20032.613,15080.852,20671.125,1.00:1.19:1.15:1.59:1.50:1.60:0.47:0.35:0.49,47419.61,66538.63,18632.703,1.00:1.40:0.39,92785,"gyrase (subunit A) GyrA|840 AA"
481,true,"MMAR_2777|fbpB|secreted",0.67,37.23,19,9,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",27596.049,28511.752,29286.352,33556.38,32125.002,33118.695,43657.473,15906.922,51319.082,1.00:1.03:1.06:1.22:1.16:1.20:1.58:0.58:1.86,28464.719,32933.36,36961.16,1.00:1.16:1.30,34429,"antigen 85-B FbpB |326 AA"
1903,true,"MMAR_1465|MMAR_1465|hypothetical",44.30,50.00,7,5,"Carbamidomethylation; Oxidation (M); Pyro-glu from Q",4568.979,6898.681,6187.5103,12264.195,9768.553,10108.045,1320.928,1550.6975,1942.0658,1.00:1.51:1.35:2.68:2.14:2.21:0.29:0.34:0.43,5885.0566,10713.598,1604.5638,1.00:1.82:0.27,14638,"protein|135 AA"
2548,true,"MMAR_4025|MMAR_4025|long-chain",2.06,2.43,2,1,"Acetylation (Protein N-term); Oxidation (M)",145.76959,295.29373,90.604126,60.324852,480.74216,90.14137,153.02904,988.4552,157.65535,1.00:2.03:0.62:0.41:3.30:0.62:1.05:6.78:1.08,177.22249,210.4028,433.04654,1.00:1.19:2.44,52159,"fatty-acid CoA ligase |494 AA"
108,true,"MMAR_3278|wrbA|multimeric",71.37,64.80,41,23,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",181155.56,201155.92,207682.27,145807.73,145162.16,117655.84,10973.631,8697.666,9820.521,1.00:1.11:1.15:0.80:0.80:0.65:0.06:0.05:0.05,196664.6,136208.58,9869.315,1.00:0.69:0.05,27444,"flavodoxin WrbA |251 AA"
1446,true,"MMAR_5105|panC|pantoate--beta-alanine",26.98,24.44,10,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",3412.3574,2171.5295,3776.7854,6828.6943,6545.937,7357.979,1300.0619,2537.2478,1521.8464,1.00:0.64:1.11:2.00:1.92:2.16:0.38:0.74:0.45,3120.224,6910.87,1786.3855,1.00:2.21:0.57,33318,"ligase PanC |316 AA"
1430,true,"MMAR_3032|MMAR_3032|conserved",24.70,34.62,9,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from E",6453.1304,11802.99,10813.793,14884.842,15028.791,15783.638,3669.082,6386.915,3981.6707,1.00:1.83:1.68:2.31:2.33:2.45:0.57:0.99:0.62,9689.971,15232.424,4679.2227,1.00:1.57:0.48,27444,"hypothetical protein|261 AA"
2384,true,"MMAR_4290|mutT2|mutator",35.97,15.31,2,2,"",527.2797,690.8996,700.99615,189.22844,304.32788,437.2169,65.69847,91.87891,62.89299,1.00:1.31:1.33:0.36:0.58:0.83:0.12:0.17:0.12,639.72516,310.25775,73.49012,1.00:0.48:0.11,21178,"protein MutT2|197 AA"
1885,true,"MMAR_2473|pks9|polyketide",14.77,5.73,4,3,"Deamidation (NQ); Oxidation (M)",575.194,496.2684,435.171,1085.8383,781.5829,1311.9539,812.8173,388.21683,490.85983,1.00:0.86:0.76:1.89:1.36:2.28:1.41:0.67:0.85,502.21112,1059.7916,563.96466,1.00:2.11:1.12,107392,"synthase Pks9|1030 AA"
2760,true,"MMAR_3989|PPE2|PPE",13.26,1.82,2,1,"Deamidation (NQ); Oxidation (M)",793.2244,845.42334,853.84924,168.05273,134.6843,118.35062,180.18488,450.64133,1956.5447,1.00:1.07:1.08:0.21:0.17:0.15:0.23:0.57:2.47,830.83234,140.36255,862.457,1.00:0.17:1.04,62830,"family protein|605 AA"
1822,true,"MMAR_1671|phrI|DNA",9.10,14.77,5,4,"",2417.3186,2688.1191,2468.9253,1440.3567,1857.7145,1462.6018,1901.2643,438.61,1292.0912,1.00:1.11:1.02:0.60:0.77:0.61:0.79:0.18:0.53,2524.7876,1586.8911,1210.6552,1.00:0.63:0.48,50145,"photolyase, PhrI|448 AA"
908,true,"MMAR_1194|MMAR_1194|conserved",5.63,33.94,21,15,"Carbamidomethylation; Deamidation (NQ)",3085.69,4172.903,3759.251,4190.907,4591.0205,4264.0786,4272.168,3182.6467,1661.9929,1.00:1.35:1.22:1.36:1.49:1.38:1.38:1.03:0.54,3672.6147,4348.669,3038.9358,1.00:1.18:0.83,81284,"hypothetical protein|773 AA"
3035,true,"MMAR_2734|MMAR_2734|conserved",0.35,1.65,1,1,"",520.0038,276.17426,2263.0015,568.8285,443.55783,409.76367,4039.512,232.18529,135.45227,1.00:0.53:4.35:1.09:0.85:0.79:7.77:0.45:0.26,1019.7265,474.05,1469.0498,1.00:0.46:1.44,52977,"hypothetical protein|486 AA"
1495,true,"MMAR_1708|cfp6|low",6.12,38.40,5,4,"Deamidation (NQ)",1169.0446,1332.8745,1142.3268,1269.8188,1266.453,1081.6224,226.87141,1069.0073,954.99536,1.00:1.14:0.98:1.09:1.08:0.93:0.19:0.91:0.82,1214.7485,1205.9647,810.7271,1.00:0.99:0.67,13344,"molecular weight protein antigen 6, Cfp6|126 AA"
1970,true,"MMAR_1216|MMAR_1216|acid",43.69,18.64,3,3,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",5416.713,5877.078,5756.0645,5907.0894,6100.562,4958.039,1434.0834,1002.3465,1618.265,1.00:1.08:1.06:1.09:1.13:0.92:0.26:0.19:0.30,5683.285,5655.23,1351.565,1.00:1.00:0.24,31260,"phosphatase|296 AA"
3254,true,"MMAR_4383|MMAR_4383|conserved",5.94,2.97,1,1,"Carbamidomethylation",176.28513,138.17595,255.51405,122.068756,138.07515,170.50624,0.0,144.28058,101.057365,1.00:0.78:1.45:0.69:0.78:0.97:0.00:0.82:0.57,189.99171,143.55005,122.668976,1.00:0.76:0.65,71511,"transmembrane protein|675 AA"
1698,true,"MMAR_1665|MMAR_1665|conserved",15.41,37.50,7,5,"Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q",2503.3088,2237.5154,2557.523,3140.3406,3130.7124,3131.7112,2989.2532,2378.3384,2946.8757,1.00:0.89:1.02:1.25:1.25:1.25:1.19:0.95:1.18,2432.7825,3134.2546,2771.489,1.00:1.29:1.14,24139,"hypothetical membrane protein|225 AA"
1244,true,"MMAR_4955|MMAR_4955|conserved",23.10,25.40,14,8,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",17107.75,17180.71,19278.434,13055.546,17307.104,19495.682,2818.7393,8030.004,2517.4229,1.00:1.00:1.13:0.76:1.01:1.14:0.16:0.47:0.15,17855.633,16619.443,4476.759,1.00:0.93:0.25,53546,"hypothetical protein|497 AA"
622,true,"MMAR_4820|MMAR_4820|conserved",60.98,47.52,13,11,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",8596.753,11397.911,14250.445,5750.06,3858.9048,4932.372,252.78258,256.7245,215.18857,1.00:1.33:1.66:0.67:0.45:0.57:0.03:0.03:0.03,11415.037,4847.1123,291.44058,1.00:0.42:0.03,43915,"hypothetical protein|405 AA"
2812,true,"MMAR_1331|MMAR_1331|conserved",4.41,2.25,1,1,"",49.35054,77.29106,90.95529,80.92356,86.36777,150.75763,151.96288,143.34996,64.203125,1.00:1.57:1.84:1.64:1.75:3.05:3.08:2.90:1.30,72.532295,106.01632,119.83865,1.00:1.46:1.65,73430,"hypothetical alanine and proline rich protein|711 AA"
660,true,"MMAR_3306|MMAR_3306|conserved",27.01,66.67,25,15,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",31983.686,33551.133,30962.215,7393.219,7367.614,7808.1006,4558.2246,2596.2354,9485.232,1.00:1.05:0.97:0.23:0.23:0.24:0.14:0.08:0.30,32165.678,7522.9775,5546.564,1.00:0.23:0.17,39689,"hypothetical protein|379 AA"
952,true,"MMAR_1706|lppZ|conserved",50.78,40.21,9,7,"Deamidation (NQ); Oxidation (M)",8553.736,9514.997,9560.997,2241.5056,2293.548,2277.8765,616.373,1111.5941,776.38135,1.00:1.11:1.12:0.26:0.27:0.27:0.07:0.13:0.09,9209.91,2270.9766,834.78284,1.00:0.25:0.09,38906,"lipoprotein LppZ|374 AA"
1848,true,"MMAR_3757|MMAR_3757|adenylate",11.84,9.74,7,5,"",601.16974,768.8925,995.1561,462.29944,281.0806,416.5692,318.0941,608.5272,587.8256,1.00:1.28:1.66:0.77:0.47:0.69:0.53:1.01:0.98,788.4061,421.58322,619.0847,1.00:0.53:0.79,78581,"or guanylate cyclase|720 AA"
83,true,"MMAR_1894|infB|translation",25.38,43.29,53,37,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",73885.71,81544.88,79031.6,76721.445,70658.86,72409.11,53062.977,61175.914,47649.89,1.00:1.10:1.07:1.04:0.96:0.98:0.72:0.83:0.64,78154.06,73263.14,53962.93,1.00:0.94:0.69,98129,"initiation factor IF-2 InfB|948 AA"
2347,true,"MMAR_4469|arsC|arsenate",21.87,22.95,5,2,"Deamidation (NQ); Oxidation (M)",2504.2625,2660.859,2348.6162,1711.4866,1767.0791,1716.7645,2001.7983,1491.2073,1434.5725,1.00:1.06:0.94:0.68:0.71:0.69:0.80:0.60:0.57,2504.579,1731.7766,1642.526,1.00:0.69:0.66,13548,"reductase|123 AA"
613,true,"MMAR_1785|smc|chromosome",13.34,18.83,21,14,"Deamidation (NQ); Oxidation (M)",2221.8613,1679.2131,2788.4375,2893.5535,3125.8533,3776.6729,1897.209,1951.6008,2414.6797,1.00:0.76:1.26:1.30:1.41:1.70:0.85:0.88:1.09,2229.8374,3265.3599,2087.8298,1.00:1.46:0.94,130595,"partition protein Smc|1201 AA"
1695,true,"MMAR_3748|MMAR_3748|conserved",11.09,44.19,10,5,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",8362.307,12287.306,12293.45,11485.918,8447.357,11208.135,14146.384,15112.136,14504.894,1.00:1.47:1.47:1.37:1.01:1.34:1.69:1.81:1.73,10981.0205,10380.47,14747.294,1.00:0.95:1.34,14077,"hypothetical protein|130 AA"
1625,true,"MMAR_2281|MMAR_2281|transcriptional",0.55,25.67,7,4,"Deamidation (NQ); Oxidation (M)",499.8733,928.7157,1200.4847,1244.3102,1063.3245,463.74786,628.42554,780.6986,774.8356,1.00:1.86:2.40:2.49:2.13:0.93:1.26:1.56:1.55,876.3579,923.7942,727.9866,1.00:1.05:0.83,21404,"regulatory protein|188 AA"
159,true,"MMAR_0156|fadE2_1|acyl-CoA",10.63,62.16,41,27,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",13584.346,16663.795,8602.656,6716.314,10903.959,7344.9883,4668.697,449.28482,4688.981,1.00:1.23:0.63:0.49:0.80:0.54:0.34:0.03:0.35,12972.042,8418.586,3484.9585,1.00:0.65:0.27,45177,"dehydrogenase FadE2_1|408 AA"
1016,true,"MMAR_4869|sseC2|sulphur",68.23,90.00,20,8,"Deamidation (NQ); Oxidation (M); Pyro-glu from Q",256066.05,326797.0,309532.84,161351.73,149071.19,155076.47,26218.354,28553.482,30423.186,1.00:1.28:1.21:0.63:0.58:0.61:0.10:0.11:0.12,297465.3,155166.47,28398.34,1.00:0.52:0.10,10364,"metabolism protein, SseC2|101 AA"
2196,true,"MMAR_0396|MMAR_0396|acyl-CoA",23.24,9.77,2,2,"Deamidation (NQ)",732.3086,1180.7235,972.45593,489.31683,495.53647,382.34314,0.0,0.0,54.99333,1.00:1.61:1.33:0.67:0.68:0.52:0.00:0.00:0.08,961.82935,455.73215,54.99333,1.00:0.47:0.06,41945,"transferase|390 AA"
205,true,"MMAR_3849|accD1|acetyl-/propionyl-CoA",41.97,61.98,45,27,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",26039.666,36134.977,35282.355,33175.414,29393.205,32996.953,4906.3545,2247.6716,3993.7483,1.00:1.39:1.35:1.27:1.13:1.27:0.19:0.09:0.15,32485.668,31855.19,3763.5632,1.00:0.98:0.12,56432,"carboxylase (beta subunit) AccD1|527 AA"
640,true,"MMAR_4873|pabC|amino",15.52,78.04,30,16,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",10390.512,9195.268,9534.363,13046.537,12556.389,12593.465,13909.787,10948.617,10674.936,1.00:0.88:0.92:1.26:1.21:1.21:1.34:1.05:1.03,9706.715,12732.131,11844.447,1.00:1.31:1.22,31392,"acid aminotransferase, PabC|297 AA"
2133,true,"MMAR_1204|cdd|cytidine",6.55,32.58,5,4,"Carbamidomethylation",1654.6566,2354.2563,2489.773,1807.5405,1464.4592,760.5824,1998.0626,1075.1826,1260.1481,1.00:1.42:1.50:1.09:0.89:0.46:1.21:0.65:0.76,2166.2285,1344.194,1444.4644,1.00:0.62:0.67,13809,"deaminase Cdd|133 AA"
333,true,"MMAR_2846|MMAR_2846|alpha-L-fucosidase|490",65.58,37.83,20,13,"Carbamidomethylation; Deamidation (NQ); Oxidation (M); Pyro-glu from Q",18955.797,19758.03,14576.408,13583.213,12385.201,13851.142,1197.0967,1379.6288,1120.2366,1.00:1.04:0.77:0.72:0.65:0.73:0.06:0.07:0.06,17763.412,13273.185,1232.3207,1.00:0.75:0.07,55473,"AA"
1429,true,"MMAR_3045|cobH|precorrin-8x",0.13,50.00,8,6,"Deamidation (NQ); Oxidation (M)",2473.89,2900.8862,3195.3467,3763.9878,2685.5105,2738.2761,3724.4333,1671.4927,4120.6045,1.00:1.17:1.29:1.52:1.09:1.11:1.51:0.68:1.67,2856.7078,3062.5916,3172.1768,1.00:1.07:1.11,21488,"methylmutase, CobH|209 AA"
3138,true,"MMAR_0912|hspX|peptidase",10.04,5.59,1,1,"",1401.7656,1372.258,1480.887,2232.1353,2133.1287,1680.4194,1339.3915,1238.4556,435.9604,1.00:0.98:1.06:1.59:1.52:1.20:0.96:0.88:0.31,1418.3036,2015.2278,1004.6025,1.00:1.42:0.71,30880,"heat shock protein X, HspX|287 AA"
1854,true,"MMAR_4145|lprC|lipoprotein",9.43,41.67,8,5,"Carbamidomethylation; Deamidation (NQ)",7152.4634,10213.81,10176.429,15629.639,13260.5205,12745.541,3967.1208,12889.153,4082.386,1.00:1.43:1.42:2.19:1.85:1.78:0.55:1.80:0.57,9180.9,13878.566,6979.553,1.00:1.51:0.76,20176,"LprC|193 AA"
1663,true,"MMAR_4237|MMAR_4237|conserved",37.54,36.14,7,5,"Deamidation (NQ); Pyro-glu from Q",9582.82,10225.943,9855.595,2477.125,2219.9785,986.66565,895.1111,1058.2522,870.3992,1.00:1.07:1.03:0.26:0.23:0.10:0.09:0.11:0.09,9888.119,1894.5897,941.25415,1.00:0.19:0.10,18642,"hypothetical regulatory protein|167 AA"
587,true,"MMAR_0726|lpqL|lipoprotein",31.31,40.76,17,14,"Deamidation (NQ); Oxidation (M)",17034.607,17274.896,13132.3,4722.59,3169.4624,5467.679,2439.0024,2447.1907,1038.1277,1.00:1.01:0.77:0.28:0.19:0.32:0.14:0.14:0.06,15813.935,4453.2437,1974.7737,1.00:0.28:0.12,52919,"aminopeptidase LpqL|504 AA"
2073,true,"MMAR_5281|MMAR_5281|short",92.08,13.62,4,1,"Oxidation (M)",85.597786,107.807755,108.291046,0.0,0.0,0.0,0.0,0.0,0.0,1.00:1.26:1.27:0.00:0.00:0.00:0.00:0.00:0.00,100.56553,0.0,0.0,1.00:0.00:0.00,26848,"chain dehydrogenase|258 AA"
929,true,"MMAR_3094|MMAR_3094|RNA",18.98,39.64,16,9,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",14981.937,14751.193,13832.309,11251.354,9319.619,8192.904,10241.794,7260.8984,6153.4453,1.00:0.98:0.92:0.75:0.62:0.55:0.68:0.48:0.41,14521.813,9587.959,7885.3794,1.00:0.66:0.54,30380,"methyltransferase|281 AA"
2409,true,"MMAR_4173|MMAR_4173|adenylate",25.72,11.20,5,3,"Carbamidomethylation",615.21515,631.18604,545.3996,1703.6125,1028.8555,909.97437,101.18686,243.54834,272.89044,1.00:1.03:0.89:2.77:1.67:1.48:0.16:0.40:0.44,597.2669,1214.1475,205.87521,1.00:2.03:0.34,41961,"cyclase|394 AA"
522,true,"MMAR_3856|MMAR_3856|short-chain",32.18,68.66,24,19,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",18023.568,20178.596,20463.438,32620.14,31197.291,36845.434,26414.287,23533.258,28026.178,1.00:1.12:1.14:1.81:1.73:2.04:1.47:1.31:1.55,19555.201,33554.29,25991.24,1.00:1.72:1.33,27946,"type dehydrogenase/reductase|269 AA"
2720,true,"MMAR_4274|fdxC|ferredoxin",54.13,27.78,2,2,"Carbamidomethylation",647.637,1851.0874,442.67377,82.949425,99.6741,90.242546,0.0,0.0,0.0,1.00:2.86:0.68:0.13:0.15:0.14:0.00:0.00:0.00,980.46606,90.95536,0.0,1.00:0.09:0.00,11896,"FdxC|109 AA"
1459,true,"MMAR_5326|hisC2|histidinol-phosphate",6.31,27.70,9,6,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",9851.281,2880.6357,8137.519,7455.1714,7110.52,7564.095,3891.9053,3751.1843,4580.253,1.00:0.29:0.83:0.76:0.72:0.77:0.40:0.38:0.46,6956.4785,7376.595,4074.4475,1.00:1.06:0.59,38491,"aminotransferase HisC2|362 AA"
2406,true,"MMAR_0644|MMAR_0644|monooxygenase|394",33.89,7.38,4,2,"Oxidation (M)",4063.4155,4005.9497,3975.7966,4569.871,3383.1091,3228.3572,645.6802,369.41193,175.1418,1.00:0.99:0.98:1.12:0.83:0.79:0.16:0.09:0.04,4015.054,3727.1125,447.27274,1.00:0.93:0.11,43999,"AA"
1846,true,"MMAR_1667|MMAR_1667|conserved",23.78,24.89,9,5,"Deamidation (NQ)",2144.7495,2362.5764,2396.4167,2932.9758,2967.9373,2908.246,3110.3843,2764.2422,3386.1538,1.00:1.10:1.12:1.37:1.38:1.36:1.45:1.29:1.58,2332.9521,2936.3865,3086.9268,1.00:1.26:1.32,45478,"membrane protein|439 AA"
43,true,"MMAR_4087|atpD|ATP",93.33,83.23,67,44,"Acetylation (Protein N-term); Carbamidomethylation; Deamidation (NQ); Oxidation (M)",363615.38,351984.88,338828.47,155672.73,145457.16,167020.11,4543.276,4413.527,5121.0635,1.00:0.97:0.93:0.43:0.40:0.46:0.02:0.02:0.02,351476.22,156050.0,4711.949,1.00:0.44:0.02,52687,"synthase beta chain AtpD|484 AA"
1768,true,"MMAR_4063|cfp10A|9.5",40.30,88.89,8,5,"Deamidation (NQ)",11803.583,10025.432,10159.022,3527.6094,3485.2437,1995.0908,1952.8167,1633.7654,1694.3359,1.00:0.85:0.86:0.30:0.30:0.17:0.17:0.14:0.14,10662.68,3002.648,1760.3059,1.00:0.28:0.17,9402,"kDa culture filtrate antigen Cfp10A|91 AA"
2060,true,"MMAR_1168|MMAR_1168|conserved",14.64,23.50,4,3,"",887.0394,756.38574,558.87695,1402.4186,960.4485,1282.7948,1174.903,1009.2355,1007.58936,1.00:0.85:0.63:1.58:1.08:1.45:1.32:1.14:1.14,734.1007,1215.2206,1063.9093,1.00:1.66:1.45,21650,"hypothetical GTP/ATP-binding protein|201 AA"
